Warehouse,Cluster,Cost
101,1,0.09587990922136869
102,1,0.09193823592794187
103,1,0.08106659396869566
104,1,0.0710783292213687
105,1,0.04075645276968132
106,1,0.039273333755175784
107,1,0.052325470811763114
108,1,0.05302032457479212
109,1,0.05319839826532886
110,1,0.05419251826532886
111,1,0.047541062581901807
112,1,0.04616724402302442
113,1,0.039356590990459184
114,1,0.04595462756556677
115,1,0.04707540666915408
116,1,0.02979828666915408
117,1,0.03766554666915408
118,1,0.036260664011126625
119,1,0.041681248778541645
120,1,0.05515483061407101
121,1,0.054723101986486396
122,1,0.05450450975806362
123,1,0.05220026666915408
124,1,0.05573110666915408
125,1,0.05842364748213394
126,1,0.06252348877854165
127,1,0.05642418975806361
128,1,0.05787360666915409
129,1,0.06953632545993393
130,1,0.0850558067287846
131,1,0.09393061150434943
132,1,0.10939397318811958
133,1,0.10632029052482746
134,1,0.011593007648096338
135,1,0.013439999807093983
136,1,0.014154545872568243
137,1,0.013088031399264632
138,1,0.012257207952807894
139,1,0.017797797035622932
140,1,0.01662589043896112
141,1,0.020265614314998938
142,1,0.02012712999517684
143,1,0.02321622201319408
144,1,0.01550664149558282
145,1,0.012055549381439512
146,1,0.014859626361247307
147,1,0.01858612053660728
148,1,0.00989634582236158
149,1,0.008365676526646841
150,1,0.010236701619171555
151,1,0.011393194580350036
152,1,0.010886682596839772
153,1,0.01462828417460162
154,1,0.012921249418858574
155,1,0.01600794408516932
156,1,0.01460508950712469
157,1,0.013961006663296185
158,1,0.018578393958631412
159,1,0.017679858864869728
160,1,0.01989660494230919
161,1,0.020249147416571366
162,1,0.03271092710360213
163,1,0.02130297416729105
164,1,0.023007755291575116
165,1,0.03661435505730657
166,1,0.015114989852315701
167,1,0.02455057132832952
168,1,0.018591287313589736
169,1,0.02112679823335649
170,1,0.022389867291277166
171,1,0.012592680167034217
172,1,0.01097097012570877
173,1,0.011344053850142418
174,1,0.01122348141862129
175,1,0.015311406285714863
176,1,0.018911222374260052
177,1,0.018658360151604166
178,1,0.02329837630331888
179,1,0.027122245469762253
180,1,0.02572128951487004
181,1,0.04472327399839633
182,1,0.05240199399839632
183,1,0.0647169371441254
184,1,0.5161385976585144
185,1,0.5196771398517663
186,1,0.4579515339983963
187,1,0.46601066416833925
188,1,0.4903943176585145
189,1,0.4703576576585145
190,1,0.49207917831767245
191,1,0.5184900139983964
192,1,0.5650889390407347
193,1,0.28942534975806355
194,1,0.2865073219864863
195,1,0.2913889666691541
196,1,0.31386106748213394
197,1,0.30343838666915407
198,1,0.3085510487785416
199,1,0.30663136877854164
200,1,0.30017880313086526
201,1,0.3054956117987069
202,1,0.30884074198648637
203,1,0.3247638019864864
204,1,0.29166320666915413
205,1,0.2640790049824988
206,1,0.3192275819864864
207,1,0.31043476198648634
208,1,0.3144422666691541
209,1,0.3212267231308652
210,1,0.3302967666691541
211,1,0.3438373666691541
212,1,0.3493387799625809
213,1,0.4075296066691541
214,1,0.4177797517987069
215,1,0.3618932697580637
216,1,0.3494416199625809
217,1,0.35948618666915405
218,1,0.3881663487785416
219,1,0.4142082649824988
220,1,0.37741956877854166
221,1,0.3141583697580636
222,1,0.32263674748213395
223,1,0.32007538498249877
224,1,0.2944105487785416
225,1,0.3163086400448341
226,1,0.3238509774617661
227,1,0.33120456416833927
228,1,0.34416114004483406
229,1,0.3517090971441254
230,1,0.3589764571441254
231,1,0.3639011176585145
232,1,0.3756657241683393
233,1,0.3582106376585144
234,1,0.3392483171441254
235,1,0.3858264139983963
236,1,0.32406775765851453
237,1,0.32124479831767233
238,1,0.3542816222090189
239,1,0.4064629739983963
240,1,0.3864861571441254
241,1,0.29705899514159556
242,1,0.049054103905839586
243,1,0.056949942444244686
244,1,0.04359745731469188
245,1,0.04730455978233443
246,1,0.06078131988154788
247,1,0.0796924410831777
248,1,0.07195966678197076
249,1,0.0682600610831777
250,1,0.0647120810831777
251,1,0.06662260390583959
252,1,0.060875002444244694
253,1,0.06184706678197077
254,1,0.0606034167396544
255,1,0.049017603642342256
256,1,0.045301831524309416
257,1,0.048768091242988976
258,1,0.046634515520504814
259,1,0.06858591038974537
260,1,0.08397173988154787
261,1,0.06599459449463202
262,1,0.06421561603347155
263,1,0.06627916587644431
264,1,0.07203070309951307
265,1,0.05332675890387966
266,1,0.049230763565454874
267,1,0.10899613988154788
268,1,0.24103049746176614
269,1,0.07235587200815521
270,1,0.06781670371518506
271,1,0.06535957831407947
272,1,0.4646909799625809
273,1,0.44998538666915405
274,1,0.4396432875655667
275,1,0.4338410674821339
276,1,0.4268121066691541
277,1,0.4167901487785416
278,1,0.40221620666915403
279,1,0.3832426517987069
280,1,0.3729142897580636
281,1,0.44561624748213396
282,1,0.463662579962581
283,1,0.45538150313086523
284,1,0.4754244019864864
285,1,0.5567333066691541
286,1,0.5842650887785417
287,1,0.5795198497580636
288,1,0.09677321360407046
289,1,0.09266113866896399
290,1,0.08576184437998514
291,1,0.07941920808389259
292,1,0.08828891360407046
293,1,0.10023854451952974
294,1,0.10280649360407045
295,1,0.10768370882270167
296,1,0.12122430882270166
297,1,0.130989183709253
298,1,0.07244786911328417
299,1,0.062217509758063616
300,1,0.07502480498249878
301,1,0.0950192419864864
302,1,0.10663379841117622
303,1,0.1294126352802638
304,1,0.018194883728275994
305,1,0.02419223191596586
306,1,0.015804006977687766
307,1,0.012813157390662492
308,1,0.01146404057457236
309,1,0.019001171179900352
310,1,0.02926736575018614
311,1,0.029942707337681923
312,1,0.02383772397286494
313,1,0.029558910227200644
314,1,0.03953177397334692
315,1,0.06355322360677021
316,1,0.026074785506365657
317,1,0.02815688658996804
318,1,0.027994378314079468
319,1,0.02565518028073397
320,1,0.03350134298837488
321,1,0.036326112818431934
322,1,0.03332746167372613
323,1,0.03287366239254827
324,1,0.03924197886486973
325,1,0.03487069200815521
326,1,0.03755849831407947
327,1,0.04301071281843194
328,1,0.04340826298837488
329,1,0.04615590794552092
330,1,0.05160282912189238
331,1,0.055495303626244843
332,1,0.06840605294018039
333,1,0.06468440967268264
334,1,0.057857387286363006
335,1,0.16825967714412537
336,1,0.1556314790407346
337,1,0.14463063949404387
338,1,0.06854074794552091
339,1,0.10433809831767239
340,1,0.1082525371441254
341,1,0.10205864004483411
342,1,0.11767111399839633
343,1,0.24491677949404383
344,1,0.19156355831767236
345,1,0.1636147371441254
346,1,0.16194049765851448
347,1,0.1264467939983963
348,1,0.13489681399839631
349,1,0.17867683985176633
350,1,0.1568576198517663
351,1,0.12557455831767242
352,1,0.16990115985176632
353,1,0.19116743399839634
354,1,0.2211300583176724
355,1,0.27364791746176614
356,1,0.2603616139983963
357,1,0.2608196590407346
358,1,0.24785148004483415
359,1,0.2463953174617661
360,1,0.2800366394940439
361,1,0.2688503798517663
362,1,0.2665193398517663
363,1,0.2651918576585145
364,1,0.24299555765851452
365,1,0.2684360331881196
366,1,0.2708597171441254
367,1,0.25122806004483417
368,1,0.2457838971441254
369,1,0.30648868416833924
370,1,0.2972623394940438
371,1,0.2676848598517663
372,1,0.2780357574617661
373,1,0.27900121714412546
374,1,0.2551120390407346
375,1,0.24902335714412538
376,1,0.26970624416833927
377,1,0.2747441400448341
378,1,0.2668252983176724
379,1,0.30700145831767245
380,1,0.2897323822090189
381,1,0.2590229994940439
382,1,0.22802050004483412
383,1,0.10123482313086528
384,1,0.10473383996258094
385,1,0.07794610748213393
386,1,0.07020220877854164
387,1,0.07558416877854164
388,1,0.08519970877854163
389,1,0.08267220313086525
390,1,0.12131368877854166
391,1,0.13591950975806363
392,1,0.12934740666915406
393,1,0.13693989996258096
394,1,0.13709962877854162
395,1,0.12698956975806364
396,1,0.12475388666915407
397,1,0.12757133061407103
398,1,0.1457536419864864
399,1,0.16531206877854165
400,1,0.15777672498249878
401,1,0.19328116748213398
402,1,0.2122990649824988
403,1,0.21946995179870685
404,1,0.23974614666915406
405,1,0.24904722498249876
406,1,0.24742980877854168
407,1,0.25537938748213396
408,1,0.26216682748213394
409,1,0.24962924756556676
410,1,0.2286692921617749
411,1,0.2481765531881196
412,1,0.1939631583176724
413,1,0.2129335394940439
414,1,0.2483826583176724
415,1,0.2283222190407346
416,1,0.22039303831767243
417,1,0.24895479714412544
418,1,0.25448089949404384
419,1,0.2618097971441254
420,1,0.26647889949404385
421,1,0.2621314998517663
422,1,0.3606087390407346
423,1,0.38873547904073463
424,1,0.16686291399839634
425,1,0.1783657583176724
426,1,0.12534905202345045
427,1,0.11531141632662238
428,1,0.1296474457476313
429,1,0.12770613408839487
430,1,0.1467520300642043
431,1,0.13518366574763133
432,1,0.12963991729192764
433,1,0.15231667632662235
434,1,0.15069138229700865
435,1,0.13624521006420426
436,1,0.1575359202519838
437,1,0.15311380025198376
438,1,0.1353910402519838
439,1,0.1570200257476313
440,1,0.17374753006420424
1,2,0.2493906850425187
2,2,0.249286531060389
3,2,0.2603776820619293
4,2,0.2515053382689851
5,2,0.24969920504251866
6,2,0.24870508504251868
7,2,0.2451745020619293
8,2,0.2433550704928664
9,2,0.24561755049286635
10,2,0.24500284504251874
11,2,0.2462500734137981
12,2,0.24733626627045466
13,2,0.25480692504251873
14,2,0.23358760504251866
15,2,0.24246612504251872
16,2,0.2134481050425187
17,2,0.2070508934137981
18,2,0.1945769650425187
19,2,0.18151497106038902
20,2,0.16004012206192927
21,2,0.14975353049286635
22,2,0.2650052250425187
23,2,0.23793883049286635
24,2,0.24820802504251868
25,2,0.2311880050425187
26,2,0.1975424420619293
27,2,0.1918517050425187
28,2,0.21934193049286635
29,2,0.20528946504251872
30,2,0.21673898504251868
31,2,0.1865725850425187
32,2,0.16713582504251864
33,2,0.16504500206192932
34,2,0.286874551060389
35,2,0.3002450650425187
36,2,0.28444857609704305
37,2,0.28826420504251865
38,2,0.2936978420619293
39,2,0.3106490450425187
40,2,0.3051473620619294
41,2,0.2876445045536632
42,2,0.2695974310603891
43,2,0.27108759049286635
44,2,0.2953625462704546
45,2,0.47411322504251874
46,2,0.47042579049286637
47,2,0.4457296420619294
48,2,0.42590483826898506
49,2,0.4930703220619293
50,2,0.513044756097043
51,2,0.5030428845536631
52,2,0.5286342510603891
53,2,0.5098844050425186
54,2,0.4377421450425186
55,2,0.46478673049286645
56,2,0.48036625253693216
57,2,0.45925284504251873
58,2,0.4944758020619293
59,2,0.3375759850425187
60,2,0.33668163253693206
61,2,0.3363935820619294
62,2,0.3320740450425187
63,2,0.33618764504251875
64,2,0.33849755341379806
65,2,0.34034867341379815
66,2,0.33977228627045464
67,2,0.3392214250425187
68,2,0.3460602850425187
69,2,0.34292604627045464
70,2,0.33256979106038903
71,2,0.3463493304928664
72,2,0.34219307826898515
73,2,0.36321435253693213
74,2,0.35455939049286633
75,2,0.35341101049286633
76,2,0.3538207134137981
77,2,0.35565737106038897
78,2,0.3513910820619293
79,2,0.3619490650425186
80,2,0.35811629609704304
81,2,0.36376590504251866
82,2,0.35677278504251875
83,2,0.35308768504251864
84,2,0.3558089534137981
85,2,0.33796713253693206
86,2,0.331935611060389
87,2,0.3253380250425187
88,2,0.3224390304928663
89,2,0.38249992504251873
90,2,0.3691715960970431
91,2,0.36701195609704307
92,2,0.37233590504251873
93,2,0.3686639534137981
94,2,0.37563337609704306
95,2,0.3665566525369321
96,2,0.3749757220619293
97,2,0.3937804262704546
98,2,0.38813924206192935
99,2,0.3808188910603891
100,2,0.3983030050425187
101,2,0.39322956504251866
102,2,0.3892873650425186
103,2,0.3783489725369321
104,2,0.370791991060389
105,2,0.3530503325369321
106,2,0.3528479820619293
107,2,0.3330853050425187
108,2,0.3346793250425187
109,2,0.3368561050425186
110,2,0.3392752262704546
111,2,0.3443462850425187
112,2,0.3529912782689851
113,2,0.3403869450425187
114,2,0.33606766504251867
115,2,0.3371883560970431
116,2,0.33361664504251876
117,2,0.3302231820619293
118,2,0.3272725104928664
119,2,0.323236396097043
120,2,0.31903050504251873
121,2,0.31186836627045467
122,2,0.3114677734137981
123,2,0.31937330504251865
124,2,0.30883246206192927
125,2,0.30493071826898516
126,2,0.2985653450425187
127,2,0.30279493341379804
128,2,0.3104947850425187
129,2,0.2874267262704546
130,2,0.27187836504251867
131,2,0.2649946760970431
132,2,0.26339375914955865
133,2,0.2511205110603891
134,2,0.35893242504251865
135,2,0.3599927704928664
136,2,0.36047502504251866
137,2,0.3588295850425186
138,2,0.360319451060389
139,2,0.3646400450425188
140,2,0.36236042504251864
141,2,0.3660112450425187
142,2,0.36727727049286635
143,2,0.3653256450425187
144,2,0.36165768504251866
145,2,0.3556586850425187
146,2,0.35798972504251875
147,2,0.3651028250425187
148,2,0.3571841450425187
149,2,0.35680944627045463
150,2,0.3543046250425187
151,2,0.3523058360970431
152,2,0.3595968934137981
153,2,0.36717443049286635
154,2,0.365564291060389
155,2,0.3691159662704546
156,2,0.3673824450425186
157,2,0.3664397450425187
158,2,0.3716308304928663
159,2,0.3658055650425187
160,2,0.36815374504251874
161,2,0.36940189253693206
162,2,0.36894244206192933
163,2,0.36529136504251875
164,2,0.365092118268985
165,2,0.345476211060389
166,2,0.3570789704928664
167,2,0.3396133104928664
168,2,0.3492034960970431
169,2,0.3383301450425187
170,2,0.3398516134137981
171,2,0.3499682050425187
172,2,0.35836549106038906
173,2,0.36338882504251874
174,2,0.3634059650425187
175,2,0.3698482704928663
176,2,0.3735357050425187
177,2,0.3716845850425187
178,2,0.37576124455366317
179,2,0.3762952450425187
180,2,0.3666454250425186
181,2,0.33037821028942377
182,2,0.3594980450425187
183,2,0.32499858483907607
184,2,0.36730129582855
185,2,0.3708479618464204
186,2,0.30911370299568913
187,2,0.3171816012788977
188,2,0.34155701582855
189,2,0.32152035582855004
190,2,0.3432502101390326
191,2,0.36965218299568914
192,2,0.41625313582855
193,2,0.0717991534137981
194,2,0.07470639609704309
195,2,0.0737571050425187
196,2,0.07667295085694642
197,2,0.07636845200621518
198,2,0.0669202908569464
199,2,0.05648392779768986
200,2,0.06493726449771312
201,2,0.07173669301763103
202,2,0.07270725538910593
203,2,0.06430677352637239
204,2,0.09921000504251869
205,2,0.0964161850425187
206,2,0.06408745855709437
207,2,0.055932513767159985
208,2,0.04563618139929152
209,2,0.040088973400653205
210,2,0.037461986785599935
211,2,0.03752786001132484
212,2,0.045087544726636626
213,2,0.15533446372472556
214,2,0.16117368153357176
215,2,0.1023960814350187
216,2,0.04386956503719333
217,2,0.04206841725938933
218,2,0.10741986452231768
219,2,0.07492663637086147
220,2,0.04950605386099437
221,2,0.13436181049286636
222,2,0.1428377382689851
223,2,0.14919024504251868
224,2,0.11527018504251868
225,2,0.16748042926216664
226,2,0.17502202926216662
227,2,0.1823755012788977
228,2,0.19533201013903262
229,2,0.20287727582855006
230,2,0.21014332184642037
231,2,0.21506381582855005
232,2,0.2268366612788977
233,2,0.20937333582855003
234,2,0.19041649582855005
235,2,0.23698858299568915
236,2,0.16292262184642037
237,2,0.15287714926216658
238,2,0.15546570127889775
239,2,0.25762269284796063
240,2,0.23765302184642037
241,2,0.09653952483907609
242,2,0.39988014206192934
243,2,0.4077814250425187
244,2,0.3944293650425187
245,2,0.3981316050425187
246,2,0.4116060262704546
247,2,0.4305238704928664
248,2,0.4227920734137981
249,2,0.41909075253693207
250,2,0.41554453106038897
251,2,0.4174486420619294
252,2,0.41170648504251867
253,2,0.412679473413798
254,2,0.4092383250425186
255,2,0.3976657525369321
256,2,0.3939494450425186
257,2,0.4010282650425187
258,2,0.400444191060389
259,2,0.4215936045536632
260,2,0.43480049826898515
261,2,0.41511603106038897
262,2,0.4125186560970431
263,2,0.41438691609704303
264,2,0.4201370304928663
265,2,0.402003931060389
266,2,0.3976516850425187
267,2,0.459824898268985
268,2,0.39796225085694636
269,2,0.4204821650425187
270,2,0.4152685325369321
271,2,0.41348671049286634
272,2,0.1389259067674667
273,2,0.12422675610095286
274,2,0.11387710165079731
275,2,0.10808103392901079
276,2,0.10105347610095282
277,2,0.09102784172946445
278,2,0.07645757610095284
279,2,0.05745786065320044
280,2,0.04823311037705642
281,2,0.1097057997821317
282,2,0.1378975067674667
283,2,0.12961264221831992
284,2,0.1496626739290108
285,2,0.23096811878419785
286,2,0.25850278172946445
287,2,0.2537563157115942
288,2,0.30799103106038905
289,2,0.3117248734137981
290,2,0.31647431049286634
291,2,0.30500765049286643
292,2,0.3118807904928664
293,2,0.30113368455366313
294,2,0.30064587609704313
295,2,0.3093464050425187
296,2,0.32115586504251864
297,2,0.3295033020619294
298,2,0.3152597050425187
299,2,0.31645551341379813
300,2,0.291904476097043
301,2,0.2903275960970431
302,2,0.3004296134137981
303,2,0.3173165050425187
304,2,0.3653451662704546
305,2,0.3730191704928663
306,2,0.3649999850425186
307,2,0.36064409049286633
308,2,0.3520658760970431
309,2,0.3492485820619294
310,2,0.3669165925369321
311,2,0.37740934504251866
312,2,0.37120466504251864
313,2,0.38235881341379807
314,2,0.38155591106038905
315,2,0.3875562250425187
316,2,0.37492404504251875
317,2,0.37715224504251876
318,2,0.37612151049286635
319,2,0.3737820982689852
320,2,0.38162604206192935
321,2,0.384452571060389
322,2,0.3821197725369321
323,2,0.38163985253693217
324,2,0.38736768504251873
325,2,0.3829969850425187
326,2,0.38568563049286636
327,2,0.3911384850425187
328,2,0.39153296206192933
329,2,0.3949949850425187
330,2,0.4004431704928664
331,2,0.404334971060389
332,2,0.41724508627045453
333,2,0.4135233250425187
334,2,0.40669853253693206
335,2,0.38488341028942374
336,2,0.37225356483907607
337,2,0.3612496848390761
338,2,0.3635451308569464
339,2,0.3209562520062152
340,2,0.32487627028942373
341,2,0.32125931827269266
342,2,0.3342887907782793
343,2,0.4018377877976898
344,2,0.34849477827269265
345,2,0.32054218483907604
346,2,0.3161714848390761
347,2,0.31318545914955864
348,2,0.28807627827269267
349,2,0.25725999085694634
350,2,0.2600208448390761
351,2,0.2470290507782792
352,2,0.2439435248390761
353,2,0.22154023085694638
354,2,0.37806127827269265
355,2,0.4305796708569464
356,2,0.4172872618328036
357,2,0.41774345077827924
358,2,0.4047829502894237
359,2,0.4033270708569464
360,2,0.43695977200621516
361,2,0.4257817848390761
362,2,0.42345074483907613
363,2,0.4221141507782792
364,2,0.3215709107782792
365,2,0.28304044779768983
366,2,0.2854724308569464
367,2,0.26583822183280365
368,2,0.26039661085694643
369,2,0.32110413914955865
370,2,0.3118693448390761
371,2,0.28230051028942377
372,2,0.2926451818328036
373,2,0.29361393085694637
374,2,0.26972208483907606
375,2,0.2636360708569464
376,2,0.28432261827269256
377,2,0.28935430183280364
378,2,0.28143141200621513
379,2,0.3216116240047457
380,2,0.3683113648390761
381,2,0.33759706779768983
382,2,0.24263066183280363
383,2,0.2591581504928664
384,2,0.27163840504251874
385,2,0.28154532504251867
386,2,0.288451431060389
387,2,0.2819909650425187
388,2,0.28768144504251864
389,2,0.2755698982689851
390,2,0.23927409341379813
391,2,0.22655787049286635
392,2,0.2601865504928663
393,2,0.267891336097043
394,2,0.27309131341379816
395,2,0.26504609609704305
396,2,0.27559541049286634
397,2,0.22234376504251874
398,2,0.219548631060389
399,2,0.22044122504251873
400,2,0.2012444250425187
401,2,0.1659703050425187
402,2,0.14895028504251867
403,2,0.13932419609704308
404,2,0.12223561609704306
405,2,0.11132798504251872
406,2,0.11854159049286636
407,2,0.1264928934137981
408,2,0.1281383334137981
409,2,0.20444561341379808
410,2,0.16936463827269266
411,2,0.12471535028942377
412,2,0.17922288483907609
413,2,0.16011178483907607
414,2,0.15005060483907606
415,2,0.25304519077827925
416,2,0.2349983012251721
417,2,0.22818819914955865
418,2,0.2337096308569464
419,2,0.24104319914955866
420,2,0.24570763085694639
421,2,0.24136214400474562
422,2,0.21177293582855003
423,2,0.23989967582855004
424,2,0.20568704483907604
425,2,0.21561110483907606
426,2,0.40052721341379816
427,2,0.390485851060389
428,2,0.40481620504251875
429,2,0.4028793850425187
430,2,0.42192192504251863
431,2,0.4103526820619293
432,2,0.4129022934137981
433,2,0.427491111060389
434,2,0.433952891060389
435,2,0.41141510504251866
436,2,0.43270536627045464
437,2,0.4282811220619293
438,2,0.4105646960970431
439,2,0.4321887850425186
440,2,0.4489174250425187
1,3,0.008830304275828408
2,3,0.009347843215651158
3,3,0.012733051796431947
4,3,0.014554972870575483
5,3,0.01736774365764533
6,3,0.00863827029093229
7,3,0.008427385639205528
8,3,0.014541203350348579
9,3,0.011542020159532356
10,3,0.01634176774787662
11,3,0.008350919071653126
12,3,0.00828229812603479
13,3,0.05127590052122614
14,3,0.030042016402408937
15,3,0.015206708429841887
16,3,0.0470423991537214
17,3,0.052270303886732414
18,3,0.07614709168822203
19,3,0.07701243467699213
20,3,0.11276553934092497
21,3,0.10255595702376652
22,3,0.02559231172520158
23,3,0.036800445866493975
24,3,0.056156533669213436
25,3,0.07436027814253761
26,3,0.08010173494299726
27,3,0.08787485574025165
28,3,0.030768781887124418
29,3,0.04798271062168809
30,3,0.06002540934496807
31,3,0.06813172089163637
32,3,0.08897373726627415
33,3,0.11091156056193358
34,3,0.11286958325402963
35,3,0.11593469477589374
36,3,0.1124582232540296
37,3,0.1102489137212738
38,3,0.11524909477589375
39,3,0.118915415653633
40,3,0.10426235477589373
41,3,0.08836797063130385
42,3,0.06739839954367058
43,3,0.06687486146551473
44,3,0.09317277477589375
45,3,0.3635557964068056
46,3,0.3598633122377959
47,3,0.3351743018908908
48,3,0.3153444032540296
49,3,0.38251498189089084
50,3,0.4024841632540296
51,3,0.3924801906768231
52,3,0.418076975653633
53,3,0.3993274547758937
54,3,0.3271847164068056
55,3,0.3542242522377958
56,3,0.3698039706768231
57,3,0.3287277947758937
58,3,0.38392046189089085
59,3,0.2070538832540296
60,3,0.20615823927899518
61,3,0.2058712232540296
62,3,0.20155194325402964
63,3,0.20566259477589374
64,3,0.207974855653633
65,3,0.20981921067682302
66,3,0.20924903954367058
67,3,0.2086982418908908
68,3,0.2155371018908908
69,3,0.21240279954367053
70,3,0.20204605477589374
71,3,0.2158261364068056
72,3,0.2116671562480111
73,3,0.23269073565363305
74,3,0.2240361964068056
75,3,0.22288708122558204
76,3,0.22329179223779583
77,3,0.22513363477589377
78,3,0.22086872325402962
79,3,0.23142696325402962
80,3,0.22759339067682302
81,3,0.2332408547758937
82,3,0.22625068325402958
83,3,0.22256450189089078
84,3,0.22528199312288338
85,3,0.20744373927899523
86,3,0.20141139640680558
87,3,0.19481297477589374
88,3,0.19191510122558203
89,3,0.25197674189089075
90,3,0.23864869067682298
91,3,0.23648857332876502
92,3,0.24181085477589379
93,3,0.2381372906313039
94,3,0.24510999332876493
95,3,0.23603303565363298
96,3,0.2444533632540296
97,3,0.2632571795436706
98,3,0.2576168832540296
99,3,0.2502946764068055
100,3,0.2677779547758938
101,3,0.26270451477589374
102,3,0.25876418189089073
103,3,0.24782535565363303
104,3,0.24026825477589375
105,3,0.22252671565363297
106,3,0.22030202189089082
107,3,0.20256320325402963
108,3,0.20415427477589373
109,3,0.20633292189089078
110,3,0.20875197954367056
111,3,0.21382123477589374
112,3,0.22246535624801111
113,3,0.21589375927899523
114,3,0.21156749067682307
115,3,0.21268999477589376
116,3,0.2230615618908908
117,3,0.2105224922377958
118,3,0.21671003223779586
119,3,0.21267580325402963
120,3,0.20847355477589372
121,3,0.20131198325402966
122,3,0.19973510325402963
123,3,0.2004539018908908
124,3,0.19674979477589372
125,3,0.19284187477589373
126,3,0.18648129565363303
127,3,0.1922295337212738
128,3,0.19993735640680557
129,3,0.21287853477589375
130,3,0.2275160947758937
131,3,0.21363456189089078
132,3,0.23713350189089077
133,3,0.2109644162480111
134,3,0.24837547477589372
135,3,0.2494302922377958
136,3,0.2499199418908908
137,3,0.2482726347758938
138,3,0.24976217565363296
139,3,0.2540826164068055
140,3,0.25180347477589377
141,3,0.2554542947758937
142,3,0.25672101565363303
143,3,0.25476869477589376
144,3,0.25109952122558205
145,3,0.24510125640680552
146,3,0.24743277477589373
147,3,0.25454539640680557
148,3,0.2466290618908908
149,3,0.24625306325402962
150,3,0.2437476747758937
151,3,0.2417464795436706
152,3,0.24903097954367048
153,3,0.25661817565363304
154,3,0.255007015653633
155,3,0.2585595832540296
156,3,0.2568254947758937
157,3,0.25588231640680553
158,3,0.2610703131228833
159,3,0.2552486147758938
160,3,0.25759866189089076
161,3,0.25883961067682304
162,3,0.25838710189089076
163,3,0.2547362818908908
164,3,0.2545316832540296
165,3,0.2349191592789952
166,3,0.24651875063130385
167,3,0.22905279312288335
168,3,0.23864413954367056
169,3,0.22777319477589372
170,3,0.22928977332876502
171,3,0.2394107764068056
172,3,0.2478084392789952
173,3,0.25283374189089086
174,3,0.2528490147758937
175,3,0.25928775312288327
176,3,0.2629782764068056
177,3,0.26112763477589374
178,3,0.26519855067682296
179,3,0.2657382947758938
180,3,0.25608799640680563
181,3,0.2574969032540296
182,3,0.24894109477589374
183,3,0.26313301477589374
184,3,0.5104464998801451
185,3,0.5139942562547829
186,3,0.45226210879235046
187,3,0.46032621917402894
188,3,0.4847022198801451
189,3,0.464665559880145
190,3,0.48639174012265285
191,3,0.5128005887923504
192,3,0.5593981162547828
193,3,0.1786844362547829
194,3,0.17756631123540534
195,3,0.180645741321632
196,3,0.2031197036302124
197,3,0.192695161321632
